title,duration,rating,voters,genre
356. Cadi,2h 14m,6.3,4.4K,Horror
357. The Forbidden Camp: Mass Possession,1h 52m,6.1,401,Horror
358. Wake,1h 25m,3.4,293,Horror
359. Séance Games: Metaxu,1h 26m,3.2,261,Horror
360. Life of Belle,1h 13m,5.0,741,Horror
361. Phantoms,N/A,3.9,15,Horror
362. Stupid Games,1h 26m,4.2,454,Horror
363. Invader,1h 10m,4.6,178,Horror
364. The Bad Nun 3,1h 12m,3.2,281,Horror
365. Nokturno,1h 39m,3.7,234,Horror
366. Granny,40m,7.3,9,Horror
367. Nudus,1h 34m,6.4,54,Horror
368. La Patasola,1h 21m,2.7,121,Horror
369. Kuyang,1h 37m,5.2,519,Horror
370. Mother Father Sister Brother Frank,1h 25m,5.7,326,Horror
371. Sattam En Kaiyil,2h 4m,7.9,2.3K,Horror
372. (Pri)sons,1h 40m,4.9,317,Horror
373. Bull Shark 3,1h 16m,2.7,144,Horror
374. Happy Birthday Luci,1h 39m,9.4,61,Horror
375. The Woods,1h 16m,3.7,94,Horror
376. Are You There?,1h 28m,6.2,83,Horror
377. Camp Pleasant Lake,1h 30m,3.3,2.4K,Horror
378. Tsunami Sharks,1h 10m,2.2,115,Horror
379. The Best of Me,1h 29m,N/A,N/A,Horror
380. The Ritual,1h 40m,3.5,34,Horror
381. Bull Shark 2,1h 15m,2.6,252,Horror
382. For Sale,1h 55m,4.9,688,Horror
383. Kromoleo,1h 20m,3.9,279,Horror
384. Grotesque 2,N/A,6.1,644,Horror
385. The Omicron Killer,1h 38m,2.8,603,Horror
386. Hello Neighbor,N/A,7.9,17,Horror
387. Cocaine Werewolf,1h 20m,2.4,317,Horror
388. My Boo,2h 5m,6.1,754,Horror
389. Blood Debt,1h 40m,5.4,237,Horror
390. Iconic,1h 30m,4.9,471,Horror
391. Monster on a Plane,1h 28m,4.9,2.7K,Horror
392. Bhootpori,1h 50m,5.7,220,Horror
393. I'll Play Mother,1h 48m,4.7,119,Horror
394. Grandma,N/A,6.2,6,Horror
395. The Jack in the Box Rises,1h 32m,4.1,860,Horror
396. I Heart Willie,1h 28m,3.8,125,Horror
397. Slay,1h 39m,6.5,1.3K,Horror
398. Cora,1h 44m,4.5,964,Horror
399. From Darkness,1h 35m,4.9,608,Horror
400. Guna guna istri muda,1h 38m,5.2,213,Horror
401. Spring Garden,1h 30m,4.5,223,Horror
402. Solvent,1h 34m,7.2,461,Horror
403. Guardian,2h,4.0,681,Horror
404. Family,1h 35m,6.8,33,Horror
405. Nearing Death,1h 36m,5.7,392,Horror
406. Aiden,1h 14m,2.1,140,Horror
407. Wineville,1h 40m,4.3,309,Horror
408. Night Shoot,1h 38m,5.5,106,Horror
409. Pinnil Oral,2h 7m,7.7,583,Horror
410. Vertical,1h 51m,5.2,154,Horror
411. Dr. Sander's Sleep Cure,1h 42m,6.5,1.3K,Horror
412. Mountain Shark,1h 21m,3.5,180,Horror
413. Pater Noster and the Mission of Light,1h 36m,7.1,153,Horror
414. Killer Influence,1h 24m,2.6,334,Horror
415. The Windigo,1h 25m,4.6,730,Horror
416. In Search of Darkness 1990-1994: A Journey Into Iconic '90s Horror,6h 3m,8.0,180,Horror
417. History of Evil,1h 38m,3.4,836,Horror
418. What Happened to Suzy,1h 34m,6.3,96,Horror
419. Haunted Universities 3,1h 59m,5.4,330,Horror
420. Birthright,1h 20m,5.3,267,Horror
421. Possession: Kerasukan,1h 34m,3.5,314,Horror
422. Darling,2h 39m,5.2,762,Horror
423. Geethanjali Malli Vachindi,2h 24m,4.8,2.2K,Horror
424. Lumina,1h 53m,2.2,726,Horror
425. Love Me If You Dare,2h 8m,4.4,488,Horror
426. You Shall Not Sleep Tonight,1h 17m,4.0,408,Horror
427. Protein,1h 40m,6.8,89,Horror
428. Down Below,1h 33m,2.5,223,Horror
429. Witches' Well,1h,2.5,88,Horror
430. American Werewolf,1h 7m,1.6,126,Horror
431. Do Not Open,1h 31m,2.6,293,Horror
432. Amp House Massacre,1h 20m,3.8,205,Horror
433. Winter Island,1h 42m,4.6,194,Horror
434. Haze,1h 16m,6.4,55,Horror
435. The Vigil,1h 37m,7.4,6,Horror
436. Drained,1h 47m,4.5,339,Horror
437. Hauntology,1h 43m,3.7,385,Horror
438. House on Haunted Hill,N/A,2.8,50,Horror
439. Oak,N/A,4.0,22,Horror
440. Soul Reaper,1h 52m,5.7,341,Horror
441. Dagr,1h 17m,4.2,2.8K,Horror
442. Territory,1h 33m,4.7,97,Horror
443. Don't Make a Sound,1h 20m,3.5,50,Horror
444. Texas Cult House,N/A,7.8,26,Horror
445. Psychopomp,1h 36m,9.0,6,Horror
446. The Stalking,1h 12m,3.8,56,Horror
447. Jugaremos en el bosque,1h 30m,4.9,108,Horror
448. The Redemption of Sin,1h 56m,5.7,254,Horror
449. Pusaka,1h 30m,5.2,211,Horror
450. Death Streamer,1h 12m,3.0,244,Horror
451. Shark Girl,1h 22m,2.6,195,Horror
452. Betting with Ghost,1h 52m,6.5,102,Horror
453. THEDÆMON,1h 27m,6.7,46,Horror
454. My Redneck Neighbor: Chapter 2 - Let the Games Begin,55m,5.7,11,Horror
455. The Family Business,1h 29m,8.8,31,Horror
456. Perewangan,1h 49m,5.4,190,Horror
457. A Mother's Embrace,1h 30m,5.8,657,Horror
458. Steamboat Willie: Blood on the Water,N/A,N/A,N/A,Horror
459. Burning Butterflies,1h 43m,7.6,101,Horror
460. Cara,1h 36m,5.8,89,Horror
461. Virgo,1h 27m,4.8,114,Horror
462. Horny Teenagers Must Die!,1h 24m,3.2,254,Horror
463. Name the Demon,1h 17m,3.5,183,Horror
464. Marni: The Story of Wewe Gombel,1h 59m,6.7,1K,Horror
465. Hide and Seek,1h 24m,4.9,166,Horror
466. Perempuan Pembawa Sial,1h 37m,N/A,N/A,Horror
467. The Occult,N/A,6.3,13,Horror
